category,filename,snr,psnr_denoised,ssim_denoised,mse_denoised,psnr_noisy,ssim_noisy,mse_noisy,psnr_improvement,ssim_improvement
Costas,Costas_-10dB_1.png,-10,11.405042467232144,0.003797241107721084,4705.1786112882655,17.26486591734457,0.031011847207228636,1220.6573461415817,-5.859823450112424,-0.02721460609950755
Costas,Costas_-10dB_10.png,-10,11.48404469369938,0.00958196093560485,4620.360809948979,19.39687810295059,0.055724689306901776,747.1237643494898,-7.912833409251212,-0.046142728371296925
Costas,Costas_-10dB_100.png,-10,11.450499597558483,0.010207692922533521,4656.186862244898,18.57459644930139,0.05748942435574854,902.8606305803571,-7.124096851742905,-0.04728173143321502
Costas,Costas_-10dB_101.png,-10,11.453757272507579,0.008644714924188805,4652.695531728316,18.05803427723128,0.03614076439970041,1016.8969228316327,-6.6042770047237,-0.027496049475511604
Costas,Costas_-10dB_102.png,-10,11.483324704690123,0.005300405445878471,4621.1268534757655,19.838838644105103,0.09451623555681953,674.8332868303571,-8.35551393941498,-0.08921583011094106
Costas,Costas_-10dB_103.png,-10,11.39290773923284,0.004701413378036137,4718.3438496492345,18.034183985843917,0.02495625896451051,1022.4968112244898,-6.641276246611078,-0.020254845586474376
Costas,Costas_-10dB_104.png,-10,11.634631613045096,0.02184216359692474,4462.9004504145405,17.830287688470158,0.055668653050349265,1071.6466039540817,-6.195656075425061,-0.03382648945342452
Costas,Costas_-10dB_105.png,-10,11.379338972005211,0.005823433046060126,4733.108537946428,17.495146768200467,0.09699162281041183,1157.619100765306,-6.115807796195256,-0.0911681897643517
Costas,Costas_-10dB_106.png,-10,11.38106412355745,0.004924027949078399,4731.22877471301,17.668526715596254,0.044489909694310444,1112.314732142857,-6.287462592038803,-0.03956588174523205
Costas,Costas_-10dB_107.png,-10,11.421290464205995,0.0034091618157701,4687.6082987882655,16.98639905980792,0.031525362550989686,1301.4888592155612,-5.565108595601924,-0.028116200735219588
Costas,Costas_-10dB_108.png,-10,11.449179601786845,0.00459936478028019,4657.60227997449,18.916092048122504,0.16637435306594892,834.5861168686224,-7.466912446335659,-0.16177498828566872
Costas,Costas_-10dB_109.png,-10,11.437994156926383,0.0038451803569419193,4669.613600127551,16.451456799035405,0.01697530853737458,1472.0910794005101,-5.0134626421090225,-0.013130128180432661
Costas,Costas_-10dB_11.png,-10,11.463820566561695,0.008904329576354432,4641.926977040816,18.844599543767377,0.15761699519662165,848.4385762117347,-7.380778977205681,-0.14871266562026722
Costas,Costas_-10dB_110.png,-10,11.573350230557377,0.0050035605962371115,4526.320870535715,18.463743805640853,0.03774124064925748,926.2025669642857,-6.8903935750834755,-0.03273768005302037
